Neighborhood,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,Heating,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageArea,SaleCondition,SalePrice
OldTown,1Story,4,1941,1950,Grav,N,693,0,693,1,2,1,4,0,0,Normal,52500
CollgCr,2Story,7,2002,2002,GasA,Y,920,941,1861,2,3,1,8,0,492,Normal,200000
CollgCr,1Story,5,1972,1972,GasA,Y,864,0,864,1,3,1,5,0,288,Normal,128500
NAmes,1Story,4,1971,1971,GasA,Y,872,0,872,1,3,1,5,0,480,Normal,123000
SawyerW,1Story,6,2003,2004,GasA,Y,1114,0,1114,1,3,1,6,0,576,Normal,155000
CollgCr,2Story,8,2002,2002,GasA,Y,1284,885,2169,2,3,1,7,1,647,Normal,228500
Crawfor,1.5Fin,6,1928,1950,GasA,Y,1172,741,1913,1,3,1,9,1,342,Normal,177000
CollgCr,2Story,7,2006,2006,GasA,Y,728,728,1456,2,3,1,8,1,440,Partial,155835
OldTown,1Story,4,1920,1950,GasA,Y,960,0,960,1,2,1,5,0,308,Normal,108500
NWAmes,1Story,7,1968,2003,GasA,Y,2156,0,2156,2,3,1,9,1,508,Normal,262500
Timber,1Story,8,2006,2007,GasA,Y,1776,0,1776,2,3,1,7,1,712,Partial,283463
SawyerW,1Story,7,1998,1998,GasA,Y,1494,0,1494,2,3,1,5,1,514,Normal,215000
OldTown,2Story,8,1872,1987,OthW,N,938,1215,2358,2,4,1,8,0,0,Normal,122000
NAmes,2Story,5,1969,1969,GasA,Y,1338,1296,2634,2,6,2,12,0,968,Normal,200000
NAmes,2Story,6,1962,1962,GasA,Y,858,858,1716,1,4,1,8,1,490,Normal,171000
BrkSide,1.5Fin,6,1937,2000,GasA,Y,786,390,1176,1,2,1,4,0,624,Normal,134900
NoRidge,1.5Fin,8,1995,1996,GasA,Y,2053,1185,3238,2,4,1,9,1,666,Normal,410000
CollgCr,2Story,7,2000,2000,GasA,Y,992,873,1865,2,3,1,7,1,839,Normal,235000
NWAmes,SLvl,7,1968,1992,GasA,Y,1222,698,1920,3,4,1,8,1,487,Normal,170000
NAmes,1Story,5,1966,1966,GasA,Y,892,0,892,1,3,1,5,0,264,Normal,110000
NAmes,1Story,5,1971,2008,GasA,Y,1078,0,1078,1,3,1,6,1,500,Normal,149900
Somerst,2Story,6,2000,2000,GasA,Y,769,804,1573,2,3,1,5,0,440,Normal,177500
NridgHt,1Story,9,2004,2005,GasA,Y,1980,0,1980,2,3,1,8,1,770,Normal,315000
SWISU,2Story,5,1921,1998,GasA,Y,990,1611,2601,3,4,1,8,0,621,Normal,189000
StoneBr,1Story,7,2005,2005,GasA,Y,1530,0,1530,2,3,1,7,1,430,Normal,260000
NAmes,1.5Fin,4,1920,2007,GasA,Y,1281,457,1738,2,4,1,7,1,368,Normal,104900
Gilbert,2Story,6,2006,2007,GasA,Y,616,796,1412,2,3,1,6,1,432,Partial,156932
Somerst,2Story,7,2005,2005,GasA,Y,520,600,1200,2,2,1,4,0,480,Abnorml,144152
Somerst,2Story,7,2000,2000,GasA,Y,814,860,1674,2,3,1,7,0,663,Normal,216000
CollgCr,2Story,7,1999,1999,GasA,Y,882,908,1790,2,3,1,7,0,588,Abnorml,193000
MeadowV,2Story,5,1977,1977,GasA,Y,925,550,1475,2,4,1,6,1,336,Normal,127000
CollgCr,1Story,6,2003,2004,GasA,Y,848,0,848,1,1,1,4,0,420,Normal,144000
CollgCr,1Story,8,2003,2003,GasA,Y,1668,0,1668,2,3,1,8,1,502,Normal,232000
OldTown,1.5Fin,4,1920,1950,GasA,Y,840,534,1374,1,2,1,6,0,338,Normal,105000
NAmes,SLvl,6,1955,1996,GasA,Y,1661,0,1661,1,3,1,8,1,377,Normal,165500
CollgCr,2Story,7,1998,1998,GasA,Y,1108,989,2097,2,3,1,8,1,583,Normal,274300
NoRidge,1Story,10,2001,2002,GasA,Y,2633,0,2633,2,2,1,8,2,804,Normal,466500
Somerst,2Story,7,2005,2005,GasA,Y,1026,932,1958,2,3,1,9,1,936,Normal,250000
Timber,1Story,8,2007,2007,GasA,Y,1571,0,1571,2,3,1,7,1,722,Partial,239000
SWISU,1Story,6,1930,1950,GasA,N,790,0,790,1,2,1,4,0,160,Normal,91000
Edwards,1.5Fin,5,1941,1960,GasA,Y,984,620,1604,2,3,1,6,0,660,Normal,117000
BrDale,2Story,6,1973,1973,GasA,Y,483,504,987,1,2,1,5,0,264,Normal,83000
Timber,SLvl,5,2006,2007,GasA,Y,754,640,1394,2,3,1,7,0,400,Normal,167500
Edwards,1Story,3,1914,1950,GasA,N,864,0,864,1,2,1,5,0,200,Normal,58500
NAmes,1Story,6,1970,1970,GasA,Y,2117,0,2117,2,4,1,7,2,550,Normal,237500
OldTown,2Story,7,1920,1950,GasA,Y,998,764,1762,1,4,1,8,0,576,Normal,157000
Sawyer,1Story,5,1918,2007,GasA,Y,1416,0,1416,2,3,1,7,0,576,Normal,112000
Edwards,1.5Fin,6,1939,1950,GasA,Y,698,560,1258,1,2,1,6,0,280,Normal,105000
IDOTRR,1.5Fin,4,1922,2007,GasA,Y,796,358,1154,1,3,1,7,0,240,Normal,125500
NWAmes,2Story,7,1978,1978,GasA,Y,1392,1392,2784,3,5,1,12,2,564,Normal,250000
OldTown,1.5Fin,6,1916,1950,GasW,N,1664,862,2526,2,5,1,10,1,216,Family,136000
Gilbert,1Story,9,2006,2007,GasA,Y,1746,0,1746,2,3,1,7,2,758,Normal,377500
BrkSide,1.5Fin,6,1941,1950,GasA,Y,869,349,1218,1,3,1,6,1,440,Normal,131000
CollgCr,1Story,7,2000,2000,GasA,Y,1525,0,1525,2,3,1,6,0,541,Normal,235000
NAmes,1Story,5,1967,1967,GasA,Y,1584,0,1584,2,4,2,8,0,792,Normal,124000
NAmes,SFoyer,5,1967,1967,GasA,Y,900,0,900,1,3,1,6,1,288,Normal,123000
OldTown,1.5Fin,6,1905,2000,GasA,N,1221,691,1912,2,3,2,7,1,672,Normal,163000
Blmngtn,1Story,7,2006,2006,GasA,Y,1500,0,1500,2,2,1,6,1,648,Partial,246578
Timber,2Story,8,2005,2006,GasA,Y,1133,1349,2482,2,4,1,9,1,642,Normal,281213
Timber,1Story,5,1948,1950,GasA,Y,1687,0,1687,1,3,1,7,2,572,Normal,160000
BrkSide,2Story,5,1920,2004,GasA,Y,939,574,1513,1,4,1,8,0,180,Normal,137500
NAmes,1.5Fin,5,1950,1982,GasA,Y,1136,768,1904,1,3,1,7,0,240,Normal,138000
SWISU,1.5Fin,6,1925,1990,GasA,Y,1160,448,1608,2,3,1,7,1,216,Normal,137450
BrkSide,1.5Fin,6,1929,1950,GasA,Y,950,208,1158,1,3,1,5,1,208,Normal,120000
Gilbert,2Story,6,2004,2004,GasA,Y,864,729,1593,2,3,1,8,1,398,Normal,193000
CollgCr,1Story,7,2006,2006,GasA,Y,1294,0,1294,2,2,1,6,1,662,Partial,193879
Somerst,1Story,8,2007,2007,GasA,Y,1464,0,1464,2,3,1,6,0,754,Normal,282922
OldTown,1.5Fin,3,1915,1950,GasA,Y,694,520,1214,1,3,1,6,0,936,Family,105000
Crawfor,1Story,8,2004,2005,GasA,Y,1646,0,1646,2,2,1,5,1,482,Normal,275000
CollgCr,SFoyer,5,1972,2007,GasA,Y,768,0,768,1,2,1,5,0,396,Normal,133000
Mitchel,1Story,5,1985,1985,GasA,Y,833,0,833,1,3,1,5,0,0,Normal,112000
OldTown,2Story,4,1910,1950,GasA,Y,741,622,1363,1,3,1,6,0,528,Normal,125500
NWAmes,2Story,7,1986,1991,GasA,Y,1236,857,2093,2,3,1,7,1,542,Normal,215000
CollgCr,2Story,7,2001,2001,GasA,Y,944,896,1840,2,3,1,6,0,622,Normal,230000
NAmes,1.5Fin,6,1950,2005,GasA,Y,1112,556,1668,1,3,1,6,0,271,Normal,140000
NAmes,1Story,4,1949,1950,Wall,N,1040,0,1040,2,2,2,6,0,420,Normal,90000
SawyerW,1Story,8,2005,2006,GasA,Y,1844,0,1844,2,2,1,7,1,620,Abnorml,257000
BrkSide,1.5Fin,6,1923,2000,GasA,Y,1053,795,1848,1,4,1,8,1,370,Normal,207000
Blmngtn,1Story,7,2007,2007,GasA,Y,1569,0,1569,2,1,1,7,1,660,Normal,175900
OldTown,2Story,4,1885,1950,GasA,Y,1246,1044,2290,2,4,2,11,0,560,Normal,122500
NoRidge,2Story,8,1998,1998,GasA,Y,1310,1140,2450,2,3,1,7,1,1069,Normal,340000
NAmes,1Story,5,1963,1963,GasA,Y,1144,0,1144,1,3,1,6,0,336,Normal,124000
Crawfor,1Story,6,1969,1969,GasA,Y,1844,0,1844,2,3,1,7,1,540,Normal,223000
NWAmes,2Story,6,1968,1968,GasA,Y,708,708,1416,2,3,1,7,1,776,Normal,179900
NPkVill,1Story,6,1977,1977,GasA,Y,1069,0,1069,2,2,1,4,1,440,Normal,127500
CollgCr,1Story,6,2003,2003,GasA,Y,848,0,848,1,1,1,3,0,420,Normal,136500
Edwards,SLvl,6,1966,1966,GasA,Y,1575,626,2201,2,4,1,8,1,432,Alloca,274970
NAmes,1Story,5,1958,1983,GasA,Y,1344,0,1344,1,2,1,6,1,484,Normal,144000
NAmes,1Story,6,1959,1959,GasA,Y,1252,0,1252,1,3,1,7,0,528,Normal,142000
NoRidge,2Story,7,1994,1994,GasA,Y,1223,904,2127,2,3,1,5,2,525,Normal,271000
NAmes,1.5Fin,5,1945,1950,GasA,Y,1048,510,1558,1,3,1,6,1,288,Normal,140000
OldTown,1Story,5,1940,1992,GasA,Y,804,0,804,1,2,1,4,2,240,Abnorml,119000
NWAmes,1Story,6,1981,1981,GasA,Y,1440,0,1440,2,3,1,7,1,467,Normal,182900
Gilbert,2Story,5,2005,2005,GasA,Y,734,1104,1838,2,4,1,7,1,372,Normal,192140
NPkVill,1Story,6,1976,1976,GasA,Y,958,0,958,2,2,1,5,0,440,Normal,143750
OldTown,1Story,4,1927,2007,GasA,Y,968,0,968,2,4,1,5,0,216,Normal,64500
Gilbert,2Story,6,2000,2000,GasA,Y,962,830,1792,2,3,1,8,1,451,Normal,186500
Mitchel,1Story,5,1977,1977,GasA,Y,1126,0,1126,2,3,1,5,1,484,Normal,160000
NAmes,1Story,6,1962,2005,GasA,Y,1537,0,1537,1,3,1,7,1,462,Abnorml,174000
NAmes,1Story,4,1971,1971,GasA,Y,864,0,864,1,3,1,5,0,528,Normal,120500
NridgHt,1Story,8,2008,2008,GasA,Y,1932,0,1932,2,2,1,7,1,774,Partial,394617
OldTown,1Story,6,1957,1996,GasA,Y,1236,0,1236,1,2,1,6,0,923,Normal,149700
NWAmes,SLvl,7,1979,1979,GasA,Y,1040,685,1725,2,3,1,6,1,550,Normal,197000
Crawfor,2.5Fin,6,1922,1994,GasA,Y,1423,748,2555,2,3,1,11,1,672,Normal,191000
CollgCr,1Story,6,2004,2004,GasA,Y,848,0,848,1,1,1,3,1,420,Normal,149300
Somerst,2Story,10,2008,2008,GasA,Y,1026,981,2007,2,3,1,10,1,812,Normal,310000
BrkSide,1.5Unf,6,1916,1950,Grav,N,952,0,952,1,2,1,4,1,192,Normal,121000
CollgCr,1Story,7,2004,2004,GasA,Y,1422,0,1422,2,3,1,7,0,626,Normal,179600
Sawyer,SFoyer,6,1966,1966,GasA,Y,913,0,913,1,3,1,6,0,240,Normal,129000
Mitchel,1Story,5,1962,1962,GasA,Y,1188,0,1188,1,3,1,6,0,312,Normal,157900
CollgCr,2Story,8,1995,1996,GasA,Y,1220,870,2090,2,3,1,8,1,556,Normal,240000
Edwards,2Story,4,1910,2000,GasA,N,796,550,1346,1,2,1,6,0,384,Normal,112000
MeadowV,SFoyer,5,1970,1970,GasA,Y,630,0,630,1,1,1,3,0,0,Abnorml,92000
NAmes,2Story,5,1974,1974,GasA,Y,896,896,1792,2,4,2,8,0,0,Normal,136000
Somerst,1Story,8,2008,2009,GasA,Y,1578,0,1578,2,3,1,7,1,840,Partial,287090
Edwards,SLvl,5,2005,2005,GasA,Y,1072,0,1072,1,2,1,5,0,525,Normal,145000
Mitchel,1Story,5,2006,2006,GasA,Y,1140,0,1140,1,3,1,6,0,0,Abnorml,84500
Somerst,1Story,7,2004,2005,GasA,Y,1221,0,1221,2,2,1,6,0,400,Normal,185000
Gilbert,2Story,6,1999,2000,GasA,Y,953,694,1647,2,3,1,7,1,460,Normal,175000
NWAmes,1Story,6,1978,1988,GasA,Y,2073,0,2073,2,3,1,7,2,500,Normal,210000
Crawfor,2Story,7,1941,2006,GasA,Y,1188,1152,2340,2,4,1,9,2,252,Normal,266500
NAmes,1Story,5,1950,1996,GasA,Y,1078,0,1078,1,2,1,5,0,240,Normal,142125
Edwards,1Story,5,1965,1965,GasA,Y,1256,0,1256,1,3,1,6,0,276,Normal,147500
